Date,Open,High,Low,Close,Adj Close,Volume
2009-08-24,103.389999,104.349998,101.940002,103.379997,81.171509,944464800
2009-08-31,102.370003,103.239998,99.570000,102.059998,80.135101,955393600
2009-09-07,103.000000,105.300003,102.389999,104.769997,82.262909,602784100
2009-09-14,103.879997,108.059998,103.150002,106.720001,83.794006,935766000
2009-09-21,105.889999,108.029999,104.089996,104.449997,82.402306,953661900
2009-09-28,104.849998,107.019997,101.989998,102.489998,80.856010,1012992100
2009-10-05,102.900002,107.260002,102.599998,107.260002,84.619148,829880500
2009-10-12,107.760002,109.709999,106.760002,108.889999,85.905090,833088300
2009-10-19,109.070000,110.309998,107.500000,108.080002,85.266075,1044308000
2009-10-26,108.199997,109.309998,103.440002,103.559998,81.700180,1267834600
2009-11-02,104.129997,107.400002,103.080002,107.129997,84.516594,1081551600
2009-11-09,107.949997,110.820000,107.870003,109.620003,86.480980,808969200
2009-11-16,110.379997,111.690002,109.010002,109.430000,86.331100,857473700
2009-11-23,110.720001,111.739998,108.290001,109.570000,86.441551,521996900
2009-11-30,109.480003,112.379997,108.120003,111.010002,87.577568,895036300
2009-12-07,110.910004,111.529999,109.019997,111.110001,87.656464,715769500
2009-12-14,111.870003,112.129997,109.279999,110.209999,86.946442,740889800
2009-12-21,110.760002,112.599998,110.760002,112.480003,89.215019,361207700
2009-12-28,112.900002,113.029999,111.389999,111.440002,88.390144,331857300
2010-01-04,112.370003,114.620003,111.510002,114.570000,90.872734,604092800
2010-01-11,115.080002,115.139999,113.199997,113.639999,90.135109,759533100
2010-01-18,113.620003,115.129997,109.089996,109.209999,86.621384,1046464900
2010-01-25,110.209999,110.470001,107.220001,107.389999,85.177841,1296751500
2010-02-01,108.150002,110.589996,104.580002,106.660004,84.598816,1427225100
2010-02-08,106.739998,108.250000,105.809998,108.040001,85.693390,1330712600
2010-02-15,108.860001,111.570000,107.820000,111.139999,88.152168,744556100
2010-02-22,111.550003,111.580002,108.940002,110.739998,87.834930,949418600
2010-03-01,111.199997,114.339996,111.169998,114.250000,90.618935,771376300
2010-03-08,114.260002,115.970001,113.870003,115.459999,91.578667,778142600
2010-03-15,115.260002,117.480003,114.599998,115.970001,91.983177,916108100
2010-03-22,115.309998,118.169998,115.239998,116.580002,92.847801,992696800
2010-03-29,117.169998,118.250000,116.610001,117.800003,93.819450,602579900
2010-04-05,118.250000,119.599998,117.599998,119.550003,95.213173,692518600
2010-04-12,119.699997,121.570000,118.750000,119.360001,95.061874,908333600
2010-04-19,119.010002,121.860001,118.470001,121.809998,97.013100,861261700
2010-04-26,121.849998,122.120003,118.250000,118.809998,94.623810,1263760600
2010-05-03,119.379997,120.680000,105.000000,111.260002,88.610786,2156989900
2010-05-10,115.809998,117.680000,112.870003,113.889999,90.705399,1529670400
2010-05-17,114.199997,115.220001,105.360001,109.110001,86.898460,2112367000
2010-05-24,108.519997,110.800003,104.379997,109.370003,87.105553,1614851500
2010-05-31,108.349998,111.059998,106.459999,106.820000,85.074646,1143247000
2010-06-07,107.199997,109.750000,104.650002,109.680000,87.352402,1422425500
2010-06-14,110.519997,112.419998,109.400002,111.730003,88.985115,1099031200
2010-06-21,113.120003,113.199997,106.769997,107.870003,86.319633,1214386100
2010-06-28,108.029999,108.320000,101.129997,102.199997,81.782394,1443279800
2010-07-05,103.639999,107.970001,101.879997,107.959999,86.391640,866546700
2010-07-12,107.599998,110.089996,106.449997,106.660004,85.351357,1043767600
2010-07-19,107.050003,110.570000,105.820000,110.410004,88.352173,1206200500
2010-07-26,110.599998,112.290001,108.980003,110.269997,88.240158,992577200
2010-08-02,111.989998,113.110001,110.919998,112.389999,89.936607,873294300
2010-08-09,112.919998,113.180000,107.599998,108.309998,86.671700,1035364700
2010-08-16,107.570000,110.389999,106.750000,107.529999,86.047562,978649500
2010-08-23,108.040001,108.570000,104.290001,106.860001,85.511391,1213491400
2010-08-30,106.580002,110.989998,104.489998,110.889999,88.736259,1066309300
2010-09-06,110.370003,111.680000,109.550003,111.480003,89.208405,566735000
2010-09-13,112.580002,113.290001,111.980003,112.489998,90.016624,952735300
2010-09-20,112.879997,114.900002,112.180000,114.820000,92.373039,1086292800
2010-09-27,114.860001,115.790001,113.180000,114.610001,92.204071,979380500
2010-10-04,114.370003,116.860001,113.180000,116.540001,93.756760,887034000
2010-10-11,116.720001,118.550003,115.650002,117.699997,94.690002,941124800
2010-10-18,117.739998,119.089996,116.019997,118.349998,95.212929,951659200
2010-10-25,119.139999,119.760002,117.260002,118.489998,95.325546,813034100
2010-11-01,119.070000,122.919998,117.849998,122.720001,98.728592,954817000
2010-11-08,122.339996,122.949997,119.650002,120.199997,96.701241,961202500
2010-11-15,120.580002,121.050003,117.589996,120.290001,96.773674,990392500
2010-11-22,119.690002,120.239998,117.989998,118.800003,95.574974,619723900
2010-11-29,118.500000,123.029999,117.739998,122.889999,98.865372,1021112700
2010-12-06,122.629997,124.599998,122.410004,124.480003,100.144562,688927500
2010-12-13,125.050003,125.230003,123.750000,124.300003,99.999718,767995900
2010-12-20,124.639999,125.820000,123.980003,125.599998,101.576981,362982800
2010-12-27,125.129997,126.199997,125.040001,125.750000,101.698280,339304000
2011-01-03,126.709999,127.830002,125.699997,127.139999,102.822418,688663800
2011-01-10,126.580002,129.330002,126.199997,129.300003,104.569298,587344200
2011-01-17,129.179993,129.639999,127.129997,128.369995,103.817184,593568300
2011-01-24,128.289993,130.350006,127.510002,127.720001,103.291519,841489200
2011-01-31,128.070007,131.199997,127.750000,131.149994,106.065453,715288600
2011-02-07,131.440002,133.279999,131.300003,133.110001,107.650574,658367400
2011-02-14,133.029999,134.690002,132.320007,134.529999,108.798988,591262500
2011-02-21,133.119995,134.559998,129.699997,132.330002,107.019760,862818700
2011-02-28,132.820007,133.690002,130.350006,132.470001,107.133003,1054110800
2011-03-07,132.860001,133.160004,129.490005,130.839996,105.814758,1072125000
2011-03-14,129.990005,130.479996,125.279999,127.760002,103.323875,1547968900
2011-03-21,129.350006,131.869995,128.320007,131.300003,106.648041,746906900
2011-03-28,131.580002,133.770004,130.440002,133.149994,108.150703,661783400
2011-04-04,133.429993,134.000000,132.309998,132.860001,107.915192,660648900
2011-04-11,133.000000,133.449997,130.270004,132.039993,107.249100,775858900
2011-04-18,130.589996,133.839996,129.509995,133.779999,108.662422,627087300
2011-04-25,133.679993,136.570007,133.199997,136.429993,110.814903,595273300
2011-05-02,137.070007,137.179993,133.020004,134.199997,109.003578,897019400
2011-05-09,134.190002,136.110001,133.389999,134.039993,108.873611,751471200
2011-05-16,133.559998,135.029999,132.119995,133.610001,108.524361,771663900
2011-05-23,131.979996,133.869995,131.380005,133.509995,108.443115,752721600
2011-05-30,134.770004,134.919998,130.080002,130.419998,105.933273,832982500
2011-06-06,130.089996,130.360001,127.260002,127.599998,103.642723,939901900
2011-06-13,127.889999,129.770004,126.320000,127.050003,103.196014,1210445900
2011-06-20,126.620003,129.809998,126.190002,126.809998,103.511719,1089755100
2011-06-27,126.889999,134.100006,126.639999,133.919998,109.315453,1004464900
2011-07-04,133.779999,135.699997,133.110001,134.399994,109.707230,673832300
2011-07-11,132.750000,133.220001,130.679993,131.690002,107.495140,1060781500
2011-07-18,131.080002,134.820007,129.630005,134.580002,109.854141,871838100
2011-07-25,133.300003,134.490005,127.970001,129.330002,105.568733,1031930400
2011-08-01,130.839996,130.960007,116.860001,120.080002,98.018188,2219616500
2011-08-08,116.910004,120.120003,110.269997,118.120003,96.418297,2884411300
2011-08-15,119.190002,121.199997,112.500000,112.639999,91.945107,1732344500
2011-08-22,115.169998,119.400002,112.410004,117.970001,96.295860,1479958200
2011-08-29,119.559998,123.510002,117.430000,117.849998,96.197899,1244224400
2011-09-05,114.389999,120.940002,114.379997,115.919998,94.622490,1125697000
2011-09-12,114.470001,121.970001,114.050003,121.519997,99.193642,1509003200
2011-09-19,119.529999,121.989998,111.300003,113.540001,93.159271,1597854300
2011-09-26,114.610001,119.559998,112.980003,113.150002,92.839249,1445625600
2011-10-03,112.489998,117.250000,107.430000,115.709999,94.939697,1678881000
2011-10-10,117.680000,122.599998,117.669998,122.570000,100.568329,1145235600
2011-10-17,121.989998,124.120003,119.199997,123.970001,101.717026,1288845800
2011-10-24,124.169998,129.419998,122.209999,128.600006,105.515930,1379992900
2011-10-31,127.160004,128.619995,121.519997,125.480003,102.956001,1430006500
2011-11-07,125.389999,128.020004,122.860001,126.660004,103.924171,1180816400
2011-11-14,126.190002,127.449997,121.230003,121.980003,100.084229,1126550200
2011-11-21,120.199997,120.349998,116.199997,116.339996,95.456665,769992600
2011-11-28,119.540001,126.500000,118.820000,124.860001,102.447273,1132431500
2011-12-05,126.839996,127.260002,123.650002,126.050003,103.423660,1091882700
2011-12-12,124.949997,125.570000,121.300003,121.589996,99.764259,1119195300
2011-12-19,122.059998,126.430000,120.029999,126.389999,104.360321,815204600
2011-12-26,126.169998,126.820000,124.730003,125.500000,103.625473,424289000
2012-01-02,127.760002,128.380005,126.430000,127.709999,105.450256,642829400
2012-01-09,128.000000,129.699997,127.410004,128.839996,106.383278,625172800
2012-01-16,130.080002,131.949997,128.899994,131.949997,108.951241,560163500
2012-01-23,131.509995,133.399994,130.600006,131.820007,108.843895,751131900
2012-01-30,130.509995,134.619995,130.059998,134.539993,111.089767,744447200
2012-02-06,133.979996,135.589996,133.639999,134.360001,110.941185,699094400
2012-02-13,135.320007,136.630005,134.250000,136.410004,112.633888,792803700
2012-02-20,136.729996,137.199997,135.500000,136.929993,113.063194,501741000
2012-02-27,136.020004,138.190002,135.800003,137.309998,113.376968,726681300
2012-03-05,137.100006,137.929993,134.360001,137.570007,113.591667,726392800
2012-03-12,137.550003,140.779999,137.089996,140.300003,115.845833,751269600
2012-03-19,140.210007,141.279999,138.550003,139.649994,115.814445,625146900
2012-03-26,140.649994,141.830002,139.089996,140.809998,116.776482,689045100
2012-04-02,140.639999,142.210007,139.259995,139.789993,115.930557,591883200
2012-04-09,138.029999,139.839996,135.759995,137.139999,113.732834,840617400
2012-04-16,137.839996,139.360001,136.580002,137.949997,114.404587,761453400
2012-04-23,136.539993,140.789993,135.940002,140.389999,116.428177,726597900
2012-04-30,140.110001,141.660004,136.919998,137.000000,113.616791,712692400
2012-05-07,136.509995,137.559998,134.490005,135.610001,112.463997,865528500
2012-05-14,134.309998,135.610001,129.550003,129.740005,107.595886,1146413600
2012-05-21,130.160004,133.229996,129.949997,132.100006,109.553101,883173900
2012-05-28,133.160004,133.929993,128.160004,128.160004,106.285591,764680800
2012-06-04,128.389999,133.529999,127.139999,133.100006,110.382423,879586100
2012-06-11,134.169998,134.259995,131.160004,134.139999,111.244926,923971800
2012-06-18,133.580002,136.250000,132.330002,133.460007,111.254471,810496700
2012-06-25,132.050003,136.270004,130.850006,136.100006,113.455223,777590700
2012-07-02,136.479996,137.800003,134.850006,135.490005,112.946686,487344100
2012-07-09,135.380005,136.229996,132.600006,135.750000,113.163429,686624500
2012-07-16,135.440002,138.179993,134.550003,136.470001,113.763634,622487000
2012-07-23,134.470001,139.070007,133.029999,138.679993,115.605957,840929800
2012-07-30,138.520004,139.639999,135.580002,139.350006,116.164452,723033300
2012-08-06,139.720001,140.919998,139.559998,140.839996,117.406548,475710400
2012-08-13,140.600006,142.300003,140.039993,142.179993,118.523613,455720100
2012-08-20,141.979996,143.089996,140.220001,141.509995,117.965080,528027900
2012-08-27,141.889999,142.080002,140.190002,141.160004,117.673279,458457100
2012-09-03,141.039993,144.389999,140.130005,144.330002,120.315849,486431100
2012-09-10,144.190002,148.110001,143.460007,147.240005,122.741745,658106600
2012-09-17,146.940002,147.190002,145.630005,145.869995,121.599648,608820000
2012-09-24,145.149994,146.240005,142.949997,143.970001,120.656464,637875800
2012-10-01,144.520004,147.160004,143.830002,146.139999,122.475052,619770200
2012-10-08,145.600006,146.119995,142.580002,142.889999,119.751305,599319200
2012-10-15,143.229996,146.520004,142.770004,143.389999,120.170357,679092400
2012-10-22,143.149994,143.669998,140.389999,141.350006,118.460693,718295200
2012-10-29,141.850006,143.720001,140.679993,141.559998,118.636703,342136300
2012-11-05,141.350006,143.520004,137.550003,138.160004,115.787270,852323700
2012-11-12,138.589996,139.250000,134.699997,136.369995,114.287125,829813100
2012-11-19,137.899994,141.399994,136.410004,141.350006,118.460693,418423200
2012-11-26,140.649994,142.509995,139.000000,142.149994,119.131149,693511300
2012-12-03,142.800003,142.919998,140.369995,142.410004,119.349098,611416000
2012-12-10,142.210007,144.550003,141.880005,142.100006,119.089226,670707900
2012-12-17,142.470001,145.580002,141.940002,142.789993,119.667496,886267200
2012-12-24,142.479996,142.710007,139.869995,140.029999,118.186760,477549600
2012-12-31,139.660004,146.610001,139.539993,146.369995,123.537796,697573700
2013-01-07,145.850006,147.149994,144.979996,147.070007,124.128624,566665900
2013-01-14,146.889999,148.490005,146.199997,148.330002,125.192047,591328800
2013-01-21,148.330002,150.250000,147.979996,150.250000,126.812576,510031400
2013-01-28,150.289993,151.419998,149.509995,151.240005,127.648148,596648600
2013-02-04,150.320007,151.889999,149.429993,151.800003,128.120804,677372500
2013-02-11,151.740005,152.610001,151.389999,152.110001,128.382431,517551100
2013-02-18,152.369995,153.279999,149.940002,151.889999,128.196808,545293800
2013-02-25,152.630005,152.869995,148.729996,152.110001,128.382431,880703700
2013-03-04,151.759995,155.649994,151.520004,155.440002,131.192978,524491200
2013-03-11,155.320007,156.800003,155.130005,155.830002,131.522125,546984500
2013-03-18,154.339996,155.949997,153.589996,155.600006,131.912140,647799500
2013-03-25,156.009995,156.850006,154.350006,156.669998,132.819214,441062300
2013-04-01,156.589996,157.210007,153.770004,155.160004,131.539154,646416800
2013-04-08,155.270004,159.710007,154.750000,158.800003,134.624985,550706900
2013-04-15,158.000000,158.130005,153.550003,155.479996,131.810410,908872400
2013-04-22,155.779999,159.270004,154.750000,158.240005,134.150208,596455400
2013-04-29,158.669998,161.880005,158.100006,161.369995,136.803711,584067600
2013-05-06,161.490005,163.699997,161.419998,163.410004,138.533157,464602100
2013-05-13,163.199997,167.039993,162.820007,166.940002,141.525772,561277200
2013-05-20,166.779999,169.070007,163.940002,165.309998,140.143906,787545500
2013-05-27,167.039993,167.779999,163.130005,163.449997,138.567062,588687100
2013-06-03,163.830002,165.100006,160.250000,164.800003,139.711563,926323300
2013-06-10,165.309998,165.399994,161.300003,163.179993,138.338165,747319300
2013-06-17,164.289993,165.990005,157.470001,159.070007,134.853882,1050353400
2013-06-24,157.410004,161.820007,155.729996,160.419998,136.718002,809325800
2013-07-01,161.259995,163.080002,160.220001,163.020004,138.933838,484451800
2013-07-08,163.860001,167.929993,163.080002,167.509995,142.760406,588605500
2013-07-15,167.970001,169.270004,167.070007,169.169998,144.175140,458478400
2013-07-22,169.410004,169.860001,167.520004,169.110001,144.124023,492075500
2013-07-29,168.679993,170.970001,168.110001,170.949997,145.692154,508848400
2013-08-05,170.570007,170.960007,168.550003,169.309998,144.294434,420361400
2013-08-12,168.460007,169.899994,165.500000,165.830002,141.328659,513028500
2013-08-19,165.639999,166.830002,164.190002,166.619995,142.001923,537622800
2013-08-26,166.789993,167.300003,163.050003,163.649994,139.470749,610563900
2013-09-02,165.229996,166.979996,163.699997,166.039993,141.507568,462611500
2013-09-09,166.449997,169.559998,166.449997,169.330002,144.311478,443889200
2013-09-16,171.160004,173.600006,170.039993,170.720001,145.496170,671767100
2013-09-23,170.490005,170.649994,168.470001,168.910004,144.655273,504544800
2013-09-30,167.479996,169.500000,166.839996,168.889999,144.638077,658023000
2013-10-07,167.419998,170.320007,164.529999,170.259995,145.811447,744278000
2013-10-14,169.210007,174.509995,169.080002,174.389999,149.348343,696972000
2013-10-21,174.449997,176.000000,173.960007,175.949997,150.684341,500226000
2013-10-28,175.889999,177.509995,175.220001,176.210007,150.906998,588982000
2013-11-04,176.690002,177.639999,174.759995,177.289993,151.831894,552563000
2013-11-11,177.119995,180.119995,176.089996,180.050003,154.195618,456701000
2013-11-18,180.350006,180.830002,177.979996,180.809998,154.846436,497733000
2013-11-25,181.130005,181.750000,180.369995,181.000000,155.009186,281150900
2013-12-02,181.089996,181.429993,178.350006,180.940002,154.957809,573984000
2013-12-09,181.470001,181.669998,177.759995,178.110001,152.534164,505064000
2013-12-16,178.949997,181.990005,177.320007,181.559998,155.488724,754605200
2013-12-23,182.449997,184.179993,182.070007,183.850006,158.304733,256145800
2013-12-30,183.869995,184.690002,182.479996,182.889999,157.478134,344004400
2014-01-06,183.490005,184.220001,182.080002,184.139999,158.554428,483464500
2014-01-13,183.669998,184.940002,181.339996,183.639999,158.123886,533573200
2014-01-20,184.699997,184.770004,178.830002,178.889999,154.033966,491066100
2014-01-27,179.059998,179.809998,176.880005,178.179993,153.422546,821519600
2014-02-03,177.970001,179.869995,173.710007,179.679993,154.714127,887744800
2014-02-10,179.699997,184.360001,179.210007,184.020004,158.451172,501791200
2014-02-17,184.179993,184.949997,182.600006,183.889999,158.339157,430099700
2014-02-24,184.279999,187.149994,184.199997,186.289993,160.405701,574548900
2014-03-03,184.649994,188.960007,183.750000,188.259995,162.102005,620701300
2014-03-10,187.970001,188.710007,184.440002,184.660004,159.002213,587706600
2014-03-17,185.589996,189.020004,185.470001,186.199997,160.328186,656800400
2014-03-24,186.839996,187.339996,183.899994,185.490005,160.421783,589131000
2014-03-31,186.669998,189.699997,185.520004,186.399994,161.208786,514528000
2014-04-07,185.949997,187.169998,181.309998,181.509995,156.979660,693927000
2014-04-14,182.929993,186.910004,181.440002,186.389999,161.200104,499927000
2014-04-21,186.440002,188.399994,185.869995,186.289993,161.113647,416538000
2014-04-28,187.050003,189.139999,184.960007,188.059998,162.644470,511868000
2014-05-05,187.139999,189.050003,186.009995,187.960007,162.557953,445134000
2014-05-12,188.800003,190.419998,186.479996,188.050003,162.635834,478175000
2014-05-19,187.690002,190.479996,187.070007,190.350006,164.624985,387217800
2014-05-26,191.059998,192.800003,190.949997,192.679993,166.640106,279426000
2014-06-02,192.949997,195.429993,191.970001,195.380005,168.975189,356031000
2014-06-09,195.350006,196.050003,193.110001,194.130005,167.894135,379387000
